filename,eval_env,evaluator_type,args,start_time,end_time,elapsed_minutes,total_queries,errors,total_tags,valid_tags,total_has_prediction,total_regex,valid_regex,total_regex_match,prediction_rate,match_rate
Sculpt-AI_2601092-mix3_Sculpt-AI_GIMBench-regex-match_260124-084850.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601092-mix3 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601092-mix3', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T08:48:50.001506,2026-01-24T09:05:13.406148,16.390077366666667,100,6,838,794,708,268,253,181,0.8916876574307305,0.7154150197628458
Sculpt-AI_2601093-mix4_Sculpt-AI_GIMBench-regex-match_260124-090522.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601093-mix4 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601093-mix4', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T09:05:22.652017,2026-01-24T09:19:10.336526,13.794741816666667,100,6,838,783,727,268,258,202,0.9284802043422733,0.7829457364341085
Sculpt-AI_2601191-grid-lr2e-5-ga12_Sculpt-AI_GIMBench-regex-match_260124-091919.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601191-grid-lr2e-5-ga12 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601191-grid-lr2e-5-ga12', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T09:19:19.541061,2026-01-24T09:33:05.875685,13.772243733333333,100,5,838,789,729,268,262,201,0.9239543726235742,0.767175572519084
Sculpt-AI_2601192-grid-lr2e-5-ga16_Sculpt-AI_GIMBench-regex-match_260124-093315.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601192-grid-lr2e-5-ga16 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601192-grid-lr2e-5-ga16', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T09:33:15.066729,2026-01-24T09:47:06.925029,13.864305,100,7,838,767,720,268,257,198,0.9387222946544981,0.7704280155642024
Sculpt-AI_2601193-grid-lr2e-5-ga24_Sculpt-AI_GIMBench-regex-match_260124-094715.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601193-grid-lr2e-5-ga24 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601193-grid-lr2e-5-ga24', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T09:47:15.909471,2026-01-24T10:03:36.004019,16.334909133333333,100,7,838,772,693,268,251,179,0.8976683937823834,0.7131474103585658
Sculpt-AI_2601194-grid-lr2e-4-ga12_Sculpt-AI_GIMBench-regex-match_260124-100344.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601194-grid-lr2e-4-ga12 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601194-grid-lr2e-4-ga12', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T10:03:44.850402,2026-01-24T10:25:23.624464,21.646234366666665,100,9,838,743,664,268,232,161,0.8936742934051144,0.6939655172413793
Sculpt-AI_2601195-grid-lr2e-4-ga16_Sculpt-AI_GIMBench-regex-match_260124-102533.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601195-grid-lr2e-4-ga16 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601195-grid-lr2e-4-ga16', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T10:25:33.279960,2026-01-24T10:44:45.514143,19.20390305,100,6,838,774,692,268,248,175,0.8940568475452196,0.7056451612903226
Sculpt-AI_2601196-grid-lr2e-4-ga24_Sculpt-AI_GIMBench-regex-match_260124-104454.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601196-grid-lr2e-4-ga24 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601196-grid-lr2e-4-ga24', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T10:44:54.961518,2026-01-24T11:14:53.796975,29.98059095,100,2,838,829,366,268,262,115,0.44149577804583834,0.4389312977099237
Sculpt-AI_2601197-grid-lr2e-6-ga12_Sculpt-AI_GIMBench-regex-match_260124-111507.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601197-grid-lr2e-6-ga12 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601197-grid-lr2e-6-ga12', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T11:15:07.143771,2026-01-24T12:22:25.017371,67.29789333333333,100,17,838,665,178,268,215,55,0.26766917293233083,0.2558139534883721
Sculpt-AI_2601198-grid-lr2e-6-ga16_Sculpt-AI_GIMBench-regex-match_260124-122234.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601198-grid-lr2e-6-ga16 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601198-grid-lr2e-6-ga16', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T12:22:34.201411,2026-01-24T12:37:24.897337,14.8449321,100,12,838,728,625,268,235,172,0.8585164835164835,0.7319148936170212
Sculpt-AI_2601199-grid-lr2e-6-ga24_Sculpt-AI_GIMBench-regex-match_260124-123734.json,"{'exec_command': '/root/autodl-tmp/GIMBench/.venv/bin/python /root/autodl-tmp/GIMBench/src/gimbench/match/gim_regex.py --model_type vllm-offline --model_name Sculpt-AI/2601199-grid-lr2e-6-ga24 --output_type cfg --ref_model_device cpu --first_n 100', 'gimbench_version': '0.2.5', 'gimbench_file': '/root/autodl-tmp/GIMBench/src/gimbench/__init__.py', 'gimkit_version': '0.1.1', 'gimkit_file': '/root/autodl-tmp/GIMBench/.venv/lib/python3.13/site-packages/gimkit/__init__.py', 'git_repo': '/root/autodl-tmp/GIMBench', 'git_branch': 'feat/eval-results', 'git_commit_id': '7ac10379e52cb0d923675819ddebc1f3478eb93c'}",match,"{'use_gim_prompt': False, 'output_type': 'cfg', 'model_type': 'vllm-offline', 'model_name': 'Sculpt-AI/2601199-grid-lr2e-6-ga24', 'api_key': '', 'base_url': 'http://localhost:8000/v1', 'max_model_len': 8192, 'temperature': 0.0, 'presence_penalty': 1.0, 'max_tokens': 8192, 'seed': 16, 'first_n': 100, 'num_proc': 1, 'output_dir': 'results', 'counter_tokenizer': 'Qwen/Qwen3-4B-Instruct-2507', 'ref_model_name': 'google/gemma-3-270m', 'ref_model_device': 'cpu', 'base_model_vocab_size': 0, 'ctp_alpha': 0.2, 'no_gimkit': False, 'reason_budget': 0, 'auto_budget': False, 'dataset': {'path': 'Sculpt-AI/GIMBench-regex-match', 'split': 'test'}}",2026-01-24T12:37:34.045249,2026-01-24T12:52:20.666288,14.777017316666667,100,17,838,666,572,268,226,164,0.8588588588588588,0.7256637168141593
